"","state","year","household_mean","household_error"
"1118","Georgia",2017,2.72,0.02
"1216","Hawaii",2017,3.02,0.03
"1314","Idaho",2017,2.7,0.03
"1414","Illinois",2017,2.6,0.01
"1514","Indiana",2017,2.53,0.01
"1614","Iowa",2017,2.42,0.01
"1714","Kansas",2017,2.51,0.02
"1814","Kentucky",2017,2.51,0.03
"1914","Louisiana",2017,2.62,0.02
"2014","Maine",2017,2.4,0.03
"2118","Maryland",2017,2.68,0.01
"2216","Massachusetts",2017,2.54,0.02
"2314","Michigan",2017,2.48,0.02
"2414","Minnesota",2017,2.52,0.02
"2514","Mississippi",2017,2.65,0.03
"2614","Missouri",2017,2.49,0.02
"2714","Montana",2017,2.41,0.03
"2814","Nebraska",2017,2.48,0.03
"2914","Nevada",2017,2.7,0.02
"3014","New Hampshire",2017,2.46,0.02
"3118","New Jersey",2017,2.74,0.01
"3216","New Mexico",2017,2.66,0.02
"3314","New York",2017,2.64,0.01
"3414","North Carolina",2017,2.53,0.01
"3514","North Dakota",2017,2.31,0.03
"3614","Ohio",2017,2.43,0.01
"3714","Oklahoma",2017,2.6,0.02
"3814","Oregon",2017,2.53,0.02
"3914","Pennsylvania",2017,2.47,0.01
"4014","Rhode Island",2017,2.49,0.03
"4118","South Carolina",2017,2.57,0.02
"4216","South Dakota",2017,2.43,0.03
"4314","Tennessee",2017,2.53,0.02
"4414","Texas",2017,2.88,0.01
"4514","Utah",2017,3.13,0.02
"4614","Vermont",2017,2.33,0.03
"4714","Virginia",2017,2.64,0.03
"4814","Washington",2017,2.56,0.02
"4914","West Virginia",2017,2.47,0.02
"5014","Wisconsin",2017,2.4,0.02
"5115","Wyoming",2017,2.5,0.04
"5213","Puerto Rico",2017,2.77,0.03
"190","Maine",2018,2.28,0.02
"290","North Carolina",2018,2.52,0.01
"390","Mississippi",2018,2.61,0.02
"490","Connecticut",2018,2.51,0.01
"533","Texas",2018,2.87,0.01
"615","Maryland",2018,2.66,0.01
"715","Alabama",2018,2.57,0.02
"815","Virginia",2018,2.61,0.01
"915","New Jersey",2018,2.69,0.01
"1015","South Carolina",2018,2.57,0.02
"1119","Georgia",2018,2.7,0.01
"1217","Louisiana",2018,2.61,0.02
"1315","New Hampshire",2018,2.47,0.03
"1415","Rhode Island",2018,2.5,0.03
"1515","Delaware",2018,2.56,0.03
"1615","Florida",2018,2.67,0.01
"1715","Massachusetts",2018,2.54,0.01
"1815","New York",2018,2.57,0.01
